Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"Burj Mohammed Bin Rashid - WTC, Al Markaziya, Abu Dhabi",286000,4,4,Apartment,2100,136.1904761904762,High,Yearly,Unfurnished,For Rent,3/20/2024,32,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Shabiya 12, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",40000,1,1,Apartment,1200,33.333333333333336,Low,Yearly,Unfurnished,For Rent,3/24/2024,28,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Redwoods, Yas Acres, Yas Island, Abu Dhabi",220000,3,4,Townhouse,3379,65.10802012429713,High,Yearly,Unfurnished,For Rent,3/20/2024,32,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Meera Shams Tower 2, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",80000,2,3,Apartment,1024,78.125,Medium,Yearly,Unfurnished,For Rent,3/22/2024,30,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Park View, Saadiyat Island, Abu Dhabi",75000,1,2,Apartment,933,80.38585209003216,Medium,Yearly,Unfurnished,For Rent,3/22/2024,30,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Khalifa City, Abu Dhabi",150000,6,7,Villa,6200,24.193548387096776,High,Yearly,Unfurnished,For Rent,3/21/2024,31,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Maqta Village, Al Matar, Abu Dhabi",57000,2,3,Apartment,1250,45.6,Low,Yearly,Unfurnished,For Rent,3/22/2024,30,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Shakhbout City, Abu Dhabi",150000,5,6,Villa,5200,28.846153846153847,High,Yearly,Unfurnished,For Rent,3/22/2024,30,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",120000,2,3,Apartment,1650,72.72727272727273,Medium,Yearly,Unfurnished,For Rent,3/18/2024,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Marina Heights II, Marina Heights, Marina Square, Al Reem Island, Abu Dhabi",60000,1,2,Apartment,915,65.57377049180327,Low,Yearly,Unfurnished,For Rent,3/27/2024,25,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",105000,3,4,Apartment,2100,50,Medium,Yearly,Unfurnished,For Rent,3/17/2024,35,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Jasmine Tower, Airport Street, Abu Dhabi",75000,2,3,Apartment,1450,51.72413793103448,Medium,Yearly,Unfurnished,For Rent,3/22/2024,30,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Electra Street, Abu Dhabi",85000,2,3,Apartment,1450,58.62068965517241,Medium,Yearly,Unfurnished,For Rent,3/20/2024,32,Electra Street,Abu Dhabi,24.4650344,54.337592
"Al Hadeel, Al Raha Beach, Abu Dhabi",190000,3,4,Apartment,1932,98.34368530020704,High,Yearly,Unfurnished,For Rent,3/16/2024,36,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Noya, Yas Island, Abu Dhabi",190000,3,5,Townhouse,2301,82.57279443720121,High,Yearly,Unfurnished,For Rent,3/19/2024,33,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Mushrif, Abu Dhabi",36999,0,1,Apartment,1400,26.427857142857142,Low,Yearly,Unfurnished,For Rent,3/23/2024,29,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Defence Street, Abu Dhabi",50000,2,2,Apartment,1250,40,Low,Yearly,Unfurnished,For Rent,3/23/2024,29,Defence Street,Abu Dhabi,24.4750779,54.3776902
"Al Khalidiyah, Abu Dhabi",50000,2,2,Apartment,1249,40.0320256204964,Low,Yearly,Unfurnished,For Rent,3/20/2024,32,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Al Hadeel, Al Raha Beach, Abu Dhabi",74000,0,1,Apartment,575,128.69565217391303,Medium,Yearly,Furnished,For Rent,3/26/2024,26,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Khalifa City, Abu Dhabi",50000,1,2,Apartment,1199,41.70141784820684,Low,Yearly,Unfurnished,For Rent,3/20/2024,32,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Raha Beach, Abu Dhabi",190000,4,5,Apartment,2445,77.70961145194273,High,Yearly,Unfurnished,For Rent,3/22/2024,30,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Mohammed Bin Zayed City, Abu Dhabi",110000,3,4,Apartment,1285,85.60311284046692,Medium,Yearly,Unfurnished,For Rent,3/20/2024,32,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Noya, Yas Island, Abu Dhabi",230000,3,4,Townhouse,3145,73.13195548489666,High,Yearly,Unfurnished,For Rent,3/20/2024,32,Yas Island,Abu Dhabi,24.4940223,54.6073721
"The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",125000,3,4,Apartment,1808,69.13716814159292,Medium,Yearly,Unfurnished,For Rent,3/18/2024,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Shamkha, Abu Dhabi",70000,3,3,Apartment,2000,35,Medium,Yearly,Unfurnished,For Rent,4/3/2024,18,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"The Residence Central Park, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",140000,3,5,Apartment,2002,69.93006993006993,Medium,Yearly,Unfurnished,For Rent,3/20/2024,32,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Rawdhat Abu Dhabi, Abu Dhabi",59999,1,2,Apartment,1055,56.871090047393366,Low,Yearly,Unfurnished,For Rent,3/9/2023,409,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Etihad Towers, Corniche Road, Abu Dhabi",137999,1,1,Apartment,718,192.1991643454039,Medium,Yearly,Furnished,For Rent,10/15/2023,189,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Muroor Road, Al Muroor, Abu Dhabi",60000,1,2,Apartment,950,63.1578947368421,Low,Yearly,Unfurnished,For Rent,3/19/2024,33,Al Muroor,Abu Dhabi,24.4725056,54.376269
"Madinat Al Riyadh, Abu Dhabi",30999,1,1,Apartment,1910,16.229842931937174,Low,Yearly,Unfurnished,For Rent,3/17/2024,35,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"The Cedars, Yas Acres, Yas Island, Abu Dhabi",190000,2,3,Townhouse,3200,59.375,High,Yearly,Unfurnished,For Rent,3/20/2024,32,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",70000,1,2,Apartment,1040,67.3076923076923,Medium,Yearly,Unfurnished,For Rent,3/14/2024,38,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Amwaj 2, Amwaj, Al Raha Beach, Abu Dhabi",89000,2,4,Apartment,1621,54.90438001233807,Medium,Yearly,Unfurnished,For Rent,3/17/2024,35,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Etihad Towers, Corniche Road, Abu Dhabi",115000,2,3,Apartment,1400,82.14285714285714,Medium,Yearly,Unfurnished,For Rent,9/10/2023,224,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Mohammed Bin Zayed City, Abu Dhabi",170000,4,6,Villa,5200,32.69230769230769,High,Yearly,Unfurnished,For Rent,3/17/2024,35,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Khalifa City, Abu Dhabi",50000,1,2,Apartment,1200,41.66666666666666,Low,Yearly,Unfurnished,For Rent,3/20/2024,32,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Contemporary Style, Al Reef Villas, Al Reef, Abu Dhabi",79998,2,3,Villa,1204,66.44352159468438,Medium,Yearly,Unfurnished,For Rent,3/17/2024,35,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Madinat Al Riyadh, Abu Dhabi",100000,3,4,Villa,3499,28.57959416976279,Medium,Yearly,Unfurnished,For Rent,3/15/2024,37,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Shamkha, Abu Dhabi",37000,1,1,Apartment,1050,35.23809523809524,Low,Yearly,Unfurnished,For Rent,3/18/2024,34,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Nahyan, Abu Dhabi",65000,1,2,Apartment,1200,54.16666666666666,Low,Yearly,Unfurnished,For Rent,6/16/2023,310,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Al Shamkha, Abu Dhabi",60000,3,3,Apartment,2000,30,Low,Yearly,Unfurnished,For Rent,4/3/2024,18,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Noya, Yas Island, Abu Dhabi",200000,3,4,Townhouse,1791,111.66945840312674,High,Yearly,Unfurnished,For Rent,3/26/2024,26,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Khaleej Al Arabi Street, Al Bateen, Abu Dhabi",220000,5,8,Villa,5000,44,High,Yearly,Unfurnished,For Rent,3/16/2024,36,Al Bateen,Abu Dhabi,24.2048941,55.6196612
"Zone 12, Mohammed Bin Zayed City, Abu Dhabi",15000,0,1,Apartment,350,42.85714285714285,Low,Yearly,Unfurnished,For Rent,3/16/2024,36,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Between Two Bridges (Bain Al Jessrain), Abu Dhabi",38000,0,1,Apartment,550,69.0909090909091,Low,Yearly,Unfurnished,For Rent,3/16/2024,36,Between Two Bridges (Bain Al Jessrain),Abu Dhabi,24.4073751,54.506637
"Al Maqta Village, Al Matar, Abu Dhabi",125000,3,4,Villa,4000,31.25,Medium,Yearly,Unfurnished,For Rent,3/31/2024,21,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Madinat Zayed, Abu Dhabi",95000,4,4,Apartment,2500,38,Medium,Yearly,Unfurnished,For Rent,3/21/2023,397,Madinat Zayed,Abu Dhabi,23.6520354,53.704661701793626
"Shakhbout City, Abu Dhabi",14000,0,1,Apartment,350,40,Low,Yearly,Unfurnished,For Rent,4/8/2024,13,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Al Raha Beach, Abu Dhabi",114999,2,3,Apartment,1618,71.07478368355996,Medium,Yearly,Unfurnished,For Rent,3/15/2024,37,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Mohammed Bin Zayed City, Abu Dhabi",110000,4,6,Apartment,4500,24.444444444444443,Medium,Yearly,Unfurnished,For Rent,4/6/2024,15,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Madinat Al Riyadh, Abu Dhabi",37000,1,2,Apartment,1477,25.05077860528097,Low,Yearly,Unfurnished,For Rent,3/19/2024,33,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Najmat C10 Tower, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",86000,2,3,Apartment,1380,62.31884057971015,Medium,Yearly,Unfurnished,For Rent,9/13/2023,221,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"RDK Towers, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",80000,1,2,Apartment,843,94.89916963226572,Medium,Yearly,Unfurnished,For Rent,3/18/2024,34,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Khalifa City, Abu Dhabi",160000,2,3,Villa,2699,59.28121526491293,High,Yearly,Unfurnished,For Rent,3/14/2024,38,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Capital Tower, Capital Centre, Abu Dhabi",70000,1,2,Apartment,950,73.6842105263158,Medium,Yearly,Furnished,For Rent,4/4/2024,17,Capital Centre,Abu Dhabi,24.4191359,54.4400422
"Liwa Oasis Compound, Khalifa City, Abu Dhabi",22000,0,1,Apartment,450,48.888888888888886,Low,Yearly,Unfurnished,For Rent,3/15/2024,37,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",75000,2,3,Apartment,1250,60,Medium,Yearly,Unfurnished,For Rent,3/13/2024,39,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",110000,3,4,Apartment,1158,94.99136442141624,Medium,Yearly,Unfurnished,For Rent,3/7/2024,45,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Marina Square, Al Reem Island, Abu Dhabi",180000,3,3,Townhouse,2181,82.53094910591471,High,Yearly,Unfurnished,For Rent,3/19/2024,33,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Saadiyat Noon, Saadiyat Island, Abu Dhabi",75000,2,3,Apartment,1433,52.337752965806,Medium,Yearly,Unfurnished,For Rent,3/14/2024,38,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Raha Beach, Abu Dhabi",45000,1,2,Apartment,850,52.94117647058823,Low,Yearly,Unfurnished,For Rent,3/15/2024,37,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",74000,2,3,Apartment,1300,56.92307692307692,Medium,Yearly,Unfurnished,For Rent,3/19/2024,33,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Shamkha, Abu Dhabi",55000,3,3,Apartment,2000,27.5,Low,Yearly,Unfurnished,For Rent,4/3/2024,18,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Al Sail Tower, Al Dana, Al Raha Beach, Abu Dhabi",80000,1,2,Apartment,945,84.65608465608466,Medium,Yearly,Unfurnished,For Rent,9/8/2023,226,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Corniche Area, Abu Dhabi",100000,3,3,Apartment,2500,40,Medium,Yearly,Unfurnished,For Rent,12/16/2023,127,Corniche Area,Abu Dhabi,24.484107,54.35067
"Madinat Al Riyadh, Abu Dhabi",70000,2,3,Villa,5000,14,Medium,Yearly,Unfurnished,For Rent,3/16/2024,36,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Muroor, Abu Dhabi",32400,0,1,Apartment,400,81,Low,Yearly,Unfurnished,For Rent,2/11/2024,70,Al Muroor,Abu Dhabi,24.4725056,54.376269
"Madinat Al Riyadh, Abu Dhabi",160000,8,11,Villa,12000,13.333333333333334,High,Yearly,Unfurnished,For Rent,3/14/2024,38,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Wahdah, Abu Dhabi",27000,0,1,Apartment,670,40.298507462686565,Low,Yearly,Unfurnished,For Rent,3/14/2024,38,Al Wahdah,Abu Dhabi,24.4651138,54.3790331
"Al Zeina Building F, Al Zeina, Al Raha Beach, Abu Dhabi",181999,4,5,Apartment,2762,65.89391745112238,High,Yearly,Unfurnished,For Rent,3/7/2024,45,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Khalidiyah, Abu Dhabi",27000,0,1,Apartment,380,71.05263157894737,Low,Yearly,Unfurnished,For Rent,3/21/2023,397,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Madinat Al Riyadh, Abu Dhabi",38000,1,1,Apartment,1050,36.19047619047619,Low,Yearly,Unfurnished,For Rent,4/9/2024,12,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Nahyan, Abu Dhabi",95000,4,5,Apartment,2215,42.88939051918736,Medium,Yearly,Unfurnished,For Rent,3/16/2024,36,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",48000,0,1,Apartment,610,78.68852459016394,Low,Yearly,Unfurnished,For Rent,2/12/2024,69,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Raha Gardens, Abu Dhabi",175000,4,7,Villa,4332,40.39704524469067,High,Yearly,Unfurnished,For Rent,10/11/2023,193,Al Raha Gardens,Abu Dhabi,24.42772055,54.55168867992076
"AD One Tower, Capital Centre, Abu Dhabi",60000,1,1,Apartment,895,67.0391061452514,Low,Yearly,Unfurnished,For Rent,10/4/2023,200,Capital Centre,Abu Dhabi,24.4191359,54.4400422
"MAG 5 Residence (B2 Tower), Marina Square, Al Reem Island, Abu Dhabi",115000,2,3,Apartment,1722,66.78281068524971,Medium,Yearly,Unfurnished,For Rent,3/13/2024,39,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Samra Community, Al Raha Gardens, Abu Dhabi",230000,5,6,Villa,5203,44.205266192581206,High,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Raha Gardens,Abu Dhabi,24.42772055,54.55168867992076
"Khalifa City, Abu Dhabi",200000,5,6,Villa,4545,44.004400440044,High,Yearly,Unfurnished,For Rent,3/11/2024,41,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Raha Gardens, Abu Dhabi",175000,4,5,Villa,4250,41.1764705882353,High,Yearly,Unfurnished,For Rent,9/9/2023,225,Al Raha Gardens,Abu Dhabi,24.42772055,54.55168867992076
"Airport Street, Abu Dhabi",90000,3,4,Apartment,1863,48.30917874396136,Medium,Yearly,Unfurnished,For Rent,10/15/2023,189,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",50000,0,1,Apartment,422,118.48341232227487,Low,Yearly,Unfurnished,For Rent,3/13/2024,39,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Madinat Al Riyadh, Abu Dhabi",45000,2,2,Apartment,1850,24.324324324324323,Low,Yearly,Unfurnished,For Rent,3/14/2024,38,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Corniche Area, Abu Dhabi",80000,3,3,Apartment,2066,38.72216844143272,Medium,Yearly,Unfurnished,For Rent,3/28/2024,24,Corniche Area,Abu Dhabi,24.484107,54.35067
"Al Nasr Street, Abu Dhabi",85000,3,3,Apartment,2000,42.5,Medium,Yearly,Unfurnished,For Rent,8/4/2023,261,Al Nasr Street,Abu Dhabi,24.5005028,54.3782872
"Reflection, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",120000,2,2,Apartment,1080,111.11111111111111,Medium,Yearly,Furnished,For Rent,3/7/2024,45,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Etihad Towers, Corniche Road, Abu Dhabi",175000,2,3,Apartment,1323,132.27513227513228,High,Yearly,Furnished,For Rent,3/15/2024,37,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Al Rahba, Abu Dhabi",45000,2,2,Apartment,2200,20.454545454545453,Low,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Rahba,Abu Dhabi,24.6030114,54.6947478
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",47000,0,1,Apartment,423,111.11111111111111,Low,Yearly,Unfurnished,For Rent,3/20/2024,32,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Raha Gardens, Abu Dhabi",150000,3,5,Villa,3750,40,High,Yearly,Unfurnished,For Rent,4/1/2024,20,Al Raha Gardens,Abu Dhabi,24.42772055,54.55168867992076
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",132000,4,5,Villa,2699,48.907002593553166,Medium,Yearly,Unfurnished,For Rent,3/13/2024,39,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Al Muneera, Al Raha Beach, Abu Dhabi",99000,2,4,Apartment,1360,72.79411764705883,Medium,Yearly,Unfurnished,For Rent,3/14/2024,38,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Bahia, Abu Dhabi",140000,7,6,Villa,3000,46.66666666666666,Medium,Yearly,Unfurnished,For Rent,1/25/2024,87,Al Bahia,Abu Dhabi,24.5140484,54.66308214538901
"Khalifa City, Abu Dhabi",27000,0,1,Apartment,840,32.142857142857146,Low,Yearly,Unfurnished,For Rent,3/15/2024,37,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Rawdhat Abu Dhabi, Abu Dhabi",63000,1,2,Apartment,1020,61.76470588235294,Low,Yearly,Unfurnished,For Rent,3/9/2024,43,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Al Bateen Airport, Al Matar, Abu Dhabi",64900,1,1,Apartment,950,68.3157894736842,Low,Yearly,Unfurnished,For Rent,3/7/2024,45,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Waterfront Residential Towers, Tourist Club Area (TCA), Abu Dhabi",170000,3,4,Apartment,2400,70.83333333333333,High,Yearly,Unfurnished,For Rent,11/8/2023,165,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Hamdan Street, Abu Dhabi",64945,3,3,Apartment,1750,37.11142857142857,Low,Yearly,Unfurnished,For Rent,2/21/2024,60,Hamdan Street,Abu Dhabi,24.2479318,55.717251
"Al Khalidiyah, Abu Dhabi",135000,4,4,Apartment,1840,73.3695652173913,Medium,Yearly,Unfurnished,For Rent,3/10/2024,42,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Faya at Bloom Gardens, Bloom Gardens, Al Matar, Abu Dhabi",240000,5,6,Villa,4373,54.88223187742968,High,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Waterfront Tower A, Waterfront Residential Towers, Tourist Club Area (TCA), Abu Dhabi",122500,2,4,Apartment,1650,74.24242424242425,Medium,Yearly,Unfurnished,For Rent,3/11/2024,41,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Al Raha Beach, Abu Dhabi",78750,2,3,Apartment,995,79.14572864321607,Medium,Yearly,Unfurnished,For Rent,3/24/2024,28,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Muhairy Center, Al Khalidiyah, Abu Dhabi",64999,1,2,Apartment,850,76.46941176470588,Low,Yearly,Unfurnished,For Rent,3/10/2024,42,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Eastern Mangrove Promenade, Eastern Mangroves Complex, Al Zahraa, Abu Dhabi",105000,1,2,Apartment,1100,95.45454545454544,Medium,Yearly,Furnished,For Rent,3/9/2024,43,Al Zahraa,Abu Dhabi,24.4391653,54.435218
"Pixel, Makers District, Al Reem Island, Abu Dhabi",115000,2,2,Apartment,1264,90.98101265822784,Medium,Yearly,Unfurnished,For Rent,3/8/2024,44,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Burj Al Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",74000,2,3,Apartment,1333,55.5138784696174,Medium,Yearly,Unfurnished,For Rent,3/8/2024,44,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Shamkha, Abu Dhabi",75000,4,5,Apartment,3000,25,Medium,Yearly,Unfurnished,For Rent,3/14/2024,38,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Sigma Tower 1, Sigma Towers, City of Lights, Al Reem Island, Abu Dhabi",80000,2,3,Apartment,1300,61.53846153846154,Medium,Yearly,Unfurnished,For Rent,3/14/2024,38,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Shakhbout City, Abu Dhabi",230000,6,8,Villa,10200,22.54901960784314,High,Yearly,Unfurnished,For Rent,3/12/2024,40,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Mohammed Bin Zayed City, Abu Dhabi",150000,6,7,Villa,6000,25,High,Yearly,Unfurnished,For Rent,3/7/2024,45,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"Al Muroor, Abu Dhabi",70000,3,3,Apartment,1600,43.75,Medium,Yearly,Unfurnished,For Rent,9/11/2023,223,Al Muroor,Abu Dhabi,24.4725056,54.376269
"Al Dana, Al Raha Beach, Abu Dhabi",102000,2,4,Apartment,1750,58.285714285714285,Medium,Yearly,Unfurnished,For Rent,3/9/2024,43,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Shamkha, Abu Dhabi",200000,5,8,Villa,8000,25,High,Yearly,Unfurnished,For Rent,3/4/2024,48,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Khalifa City, Abu Dhabi",140000,3,4,Villa,2100,66.66666666666667,Medium,Yearly,Unfurnished,For Rent,4/5/2024,16,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Ansam, Yas Island, Abu Dhabi",125000,2,3,Apartment,1408,88.7784090909091,Medium,Yearly,Unfurnished,For Rent,3/13/2024,39,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Rawdhat Abu Dhabi, Abu Dhabi",54999,1,2,Apartment,850,64.70470588235294,Low,Yearly,Unfurnished,For Rent,3/3/2024,49,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Tourist Club Area (TCA), Abu Dhabi",32999,0,1,Apartment,550,59.99818181818182,Low,Yearly,Unfurnished,For Rent,11/3/2023,170,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
"Al Raha Beach, Abu Dhabi",69900,1,2,Apartment,1040,67.21153846153847,Medium,Yearly,Unfurnished,For Rent,3/9/2024,43,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Bahia, Abu Dhabi",120000,6,9,Villa,4570,26.2582056892779,Medium,Yearly,Unfurnished,For Rent,3/4/2024,48,Al Bahia,Abu Dhabi,24.5140484,54.66308214538901
"Al Qurm Gardens, Al Muntazah, Abu Dhabi",155000,5,6,Villa,4400,35.22727272727273,High,Yearly,Unfurnished,For Rent,3/12/2024,40,Al Muntazah,Abu Dhabi,24.43014945,54.45555514302664
"Al Dana, Al Raha Beach, Abu Dhabi",160000,3,4,Apartment,2745,58.28779599271402,High,Yearly,Unfurnished,For Rent,3/15/2024,37,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Noya, Yas Island, Abu Dhabi",155000,2,3,Townhouse,1800,86.11111111111111,High,Yearly,Unfurnished,For Rent,3/11/2024,41,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Airport Street, Abu Dhabi",36000,0,1,Apartment,450,80,Low,Yearly,Unfurnished,For Rent,3/9/2024,43,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",47000,0,1,Apartment,423,111.11111111111111,Low,Yearly,Unfurnished,For Rent,3/5/2024,47,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Airport Street, Abu Dhabi",155000,6,6,Villa,5383,28.794352591491734,High,Yearly,Unfurnished,For Rent,1/27/2024,85,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Corniche Road, Abu Dhabi",70000,3,3,Apartment,3000,23.33333333333333,Medium,Yearly,Unfurnished,For Rent,3/5/2024,47,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Corniche Tower, Al Khalidiyah, Abu Dhabi",130000,3,4,Apartment,3000,43.333333333333336,Medium,Yearly,Unfurnished,For Rent,9/13/2023,221,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Al Zaab, Abu Dhabi",180000,5,6,Villa,4199,42.86734936889736,High,Yearly,Unfurnished,For Rent,3/8/2024,44,Al Zaab,Abu Dhabi,24.4669334,54.36062335861467
"Tourist Club Area (TCA), Abu Dhabi",49999,3,2,Apartment,1850,27.026486486486487,Low,Yearly,Unfurnished,For Rent,1/7/2024,105,Tourist Club Area (TCA),Abu Dhabi,24.495946,54.381815
